landspace,animal,human
0.9100000000000001,0.03999999999999998,0.04999999999999999
0.6970886075949367,0.14645569620253165,0.12259259259259259
0.5985185185185186,0.19574074074074074,0.16529411764705884
0.5416788321167884,0.22416058394160585,0.1934146341463415
0.5046987951807229,0.24265060240963857,0.21333333333333335
0.4787179487179487,0.25564102564102564,0.2281818181818182
0.45946428571428577,0.26526785714285717,0.23967741935483872
0.4446245059288538,0.27268774703557314,0.24884057971014495
0.43283687943262417,0.27858156028368797,0.2563157894736842
0.4232475884244373,0.2833762057877814,0.2625301204819277
0.4152941176470588,0.2873529411764706,0.2677777777777778
0.4085907859078591,0.2907046070460705,0.2722680412371134
0.4028643216080402,0.2935678391959799,0.2761538461538462
0.3979156908665106,0.29604215456674476,0.2795495495495496
0.39359649122807017,0.2982017543859649,0.282542372881356
0.3897938144329897,0.30010309278350517,0.2852
0.386420233463035,0.3017898832684825,0.2875757575757576
0.38340699815837936,0.30329650092081034,0.28971223021582737
0.3806993006993007,0.30465034965034965,0.29164383561643836
0.37825291181364395,0.3058735440931781,0.29339869281045755
0.37603174603174605,0.306984126984127,0.29500000000000004
0.37400606980273143,0.30799696509863433,0.2964670658682635
0.3721511627906977,0.3089244186046512,0.29781609195402303
0.3704463040446304,0.3097768479776848,0.299060773480663
0.3688739946380697,0.31056300268096515,0.30021276595744684
0.3674193548387097,0.31129032258064515,0.3012820512820513
0.3660696517412935,0.31196517412935326,0.30227722772277227
0.3648139255702281,0.31259303721488596,0.30320574162679426
0.36364269141531325,0.31317865429234343,0.3040740740740741
0.3625476992143659,0.3137261503928171,0.3048878923766816
0.3615217391304348,0.31423913043478263,0.3056521739130435
0.36055848261327716,0.31472075869336147,0.3063713080168777
0.35965235173824134,0.31517382413087935,0.3070491803278689
0.358798411122145,0.3156007944389275,0.30768924302788847
0.357992277992278,0.316003861003861,0.30829457364341084
0.3572300469483568,0.3163849765258216,0.3088679245283019
0.35650822669104204,0.316745886654479,0.3094117647058824
0.3558236865538736,0.31708815672306323,0.3099283154121864
0.3551736111111111,0.31741319444444444,0.31041958041958045
0.3545554614733277,0.3177222692633362,0.3108873720136519
0.35396694214876034,0.3180165289256198,0.31133333333333335
0.35340597255851497,0.31829701372074254,0.31175895765472317
0.35287066246056786,0.3185646687697161,0.3121656050955414
0.35235929067077876,0.3188203546646107,0.3125545171339564
0.3518702865761689,0.31906485671191553,0.3129268292682927
0.3514022140221402,0.3192988929889299,0.31328358208955226
0.35095375722543354,0.3195231213872832,0.3136257309941521
0.3505237084217976,0.3197381457891012,0.3139541547277937
0.3501109570041609,0.3199445214979196,0.31426966292134834
0.3497144799456152,0.3201427600271924,0.314573002754821
0.34933333333333333,0.32033333333333336,0.31486486486486487
0.34896664486592543,0.3205166775670373,0.3151458885941645
0.3486136071887035,0.3206931964056483,0.3154166666666667
0.34827347195967234,0.32086326402016385,0.3156777493606138
0.3479455445544555,0.3210272277227723,0.31592964824120606
0.347629179331307,0.3211854103343465,0.31617283950617286
0.3473237753882915,0.32133811230585424,0.3164077669902913
0.3470287727539636,0.3214856136230182,0.3166348448687351
0.34674364896073906,0.3216281755196305,0.31685446009389673
0.34646791595684273,0.32176604202157866,0.317066974595843
0.3462011173184358,0.32189944134078213,0.31727272727272726
0.3459428257284222,0.3220285871357889,0.3174720357941835
0.3456926406926407,0.3221536796536797,0.31766519823788547
0.3454501864677677,0.32227490676611614,0.31785249457700654
0.3452151101783841,0.322392444910808,0.31803418803418804
0.3449870801033592,0.32250645994832045,0.3182105263157895
0.34476578411405295,0.32261710794297355,0.3183817427385892
0.34455092824887107,0.3227245358755645,0.3185480572597137
0.3443422354104847,0.3228288822947577,0.31870967741935485
0.3441394441735739,0.3229302779132131,0.3188667992047714
0.3439423076923077,0.3230288461538462,0.31901960784313727
0.34375059269796115,0.3231247036510195,0.3191682785299807
0.3435640785781104,0.32321796071094483,0.3193129770992367
0.3433825565297647,0.3233087217351177,0.31945386064030135
0.34320582877959926,0.32339708561020036,0.3195910780669145
0.34303370786516857,0.32348314606741574,0.31972477064220184
0.34286601597160604,0.323566992014197,0.31985507246376815
0.3427025843188787,0.32364870784056066,0.31998211091234346
0.3425432525951557,0.32372837370242213,0.3201060070671378
0.3423878684322939,0.32380606578385307,0.32022687609075046
0.3422362869198312,0.3238818565400844,0.3203448275862069
0.34208837015423094,0.32395581492288456,0.3204599659284498
0.34194398682042837,0.32402800658978587,0.32057239057239056
0.3418030118030118,0.3240984940984941,0.3206821963394343
0.3416653258246179,0.3241673370876911,0.3207894736842105
0.34153081510934397,0.32423459244532804,0.32089430894308946
0.3413993710691824,0.3243003144654088,0.3209967845659164
0.34127089001165956,0.3243645549941702,0.3210969793322735
0.3411452728670254,0.3244273635664873,0.32119496855345914
0.3410224249334854,0.32448878753325733,0.3212908242612753
0.34090225563909776,0.32454887218045114,0.3213846153846154
0.3407846783190777,0.32460766084046117,0.3214764079147641
0.34066961000735835,0.32466519499632085,0.321566265060241
0.3405569712413542,0.3247215143793229,0.3216542473919523
0.34044668587896254,0.3247766570605187,0.3217404129793511
0.3403386809269162,0.3248306595365419,0.3218248175182482
0.3402328863796754,0.32488355681016234,0.32190751445086707
0.3401292350681104,0.32493538246594483,0.32198855507868385
0.3400276625172891,0.3249861687413555,0.32206798866855524
0.3399281068127354,0.32503594659363233,0.3221458625525947
